name,uri,artist,mood,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration
Charlie's Whales,4adqjLj6sTo2p8A3eQuAhp,HM Surf,calm,0.721,0.587,0.189,0.897,0.113,-8.062,0.121,154.037,0.2,0 days 00:01:41.299000
Lasagne,0YVUFizlbV0l7okjXGUTWu,Wun Two,calm,0.482,0.55,0.441,0.734,0.17,-12.384,0.144,145.886,0.963,0 days 00:01:46.490000
Taidana,4FAm6xEYz9lbDgJ2bg8MDF,lōland,calm,0.655,0.721,0.326,0.879,0.112,-9.639,0.154,79.493,0.339,0 days 00:02:50.992000
Center,7yEo89pS7lRKbrW8VoWIeu,Nokiaa,calm,0.62,0.771,0.29,0.717,0.0729,-9.894,0.253,80.018,0.569,0 days 00:01:10.500000
Passionflower,2hsElBczGGW8n9WrG8W1OK,"Sarah, the Illstrumentalist",calm,0.311,0.701,0.453,0.927,0.146,-6.91,0.0881,82.076,0.405,0 days 00:01:59.207000
A Place of Dreams,07YC5rhb7EGK3fL2Ip70tj,Wilczynski,calm,0.0125,0.625,0.43,0.631,0.423,-10.981,0.03,74.494,0.186,0 days 00:02:18
we'll stay inside when it rains,0VhE5PCtSiJzk7v4a8qZj8,Rook1e,calm,0.592,0.7,0.134,0.845,0.107,-17.898,0.0771,160.033,0.435,0 days 00:02:10.586000
Tao,4rkx80LC1A3RpTLkjJ8m6C,Cheap Monk,calm,0.138,0.558,0.809,0.968,0.199,-10.709,0.0388,97.088,0.433,0 days 00:02:08.788000
Chills 'n Tales,1hwsXtpdJ9ELgfVhTpnpia,Stan Folds,calm,0.799,0.609,0.237,0.935,0.113,-13.647,0.112,194.043,0.526,0 days 00:02:16.315000
coffee improv,4Ymvb1vgbFzbhcKVgtJGYN,b l o o p r,calm,0.803,0.792,0.232,0.866,0.104,-20.258,0.179,79.983,0.479,0 days 00:02:59.407000
Gloom,5rBb2uP6oXtenyXSjNee6W,mell-ø,calm,0.838,0.782,0.349,0.951,0.119,-11.464,0.0675,74.913,0.262,0 days 00:02:11.200000
telephones,6rYP3OOXUMwbYbTrbublVX,another silent weekend,calm,0.122,0.658,0.0961,0.821,0.356,-13.662,0.105,140.865,0.362,0 days 00:02:57.021000
Disque Magique,6FWjkgQnnOV4LvLykqbbCo,Dusty Decks,calm,0.738,0.391,0.473,0.848,0.161,-8.124,0.0875,81.005,0.408,0 days 00:02:35.469000
blind blossom,5R3LL4RqH7fCgpKAjsZajO,Emperose,calm,0.439,0.393,0.468,0.9,0.482,-10.046,0.0546,109.846,0.112,0 days 00:03:16.557000
Up We Go,4Le7OEss3Jrd5bmP9yokQV,DGHTR,calm,0.463,0.722,0.543,0.7,0.0479,-12.113,0.069,85.036,0.456,0 days 00:02:18.353000
Withy Nights,4EQfxGWfeCI03xhU969VjC,Konteks,calm,0.745,0.688,0.181,0.702,0.112,-13.267,0.0934,75.041,0.715,0 days 00:02:11.200000
Up,0vMZrX9RZ8yEqaNIjUmV7y,Sebastian Kamae,calm,0.877,0.622,0.288,0.948,0.0826,-11.267,0.041,79.972,0.398,0 days 00:02:00.448000
Circles,0gjH2qn0la5lyXsWsJpmnx,Afroham,calm,0.68,0.662,0.344,0.934,0.119,-13.254,0.0407,93.003,0.309,0 days 00:03:08.075000
Skating through the City,0c8OTPZTXDbEWkJJe5JAxV,Guustavv,calm,0.689,0.775,0.432,0.928,0.0933,-7.428,0.14,81.994,0.213,0 days 00:02:02.927000
Ocean Voices,1OdDJi7ZmzkiVl2dHWKter,Jean Thiel,calm,0.682,0.818,0.56,0.0462,0.236,-12.102,0.302,143.886,0.282,0 days 00:03:08.958000
Yoruba,2GcHlqRkqpQOQAMrJ6XNcj,Cap Kendricks,calm,0.488,0.701,0.486,0.856,0.116,-6.868,0.0677,86.029,0.238,0 days 00:02:09.320000
Letter,4jYJV3rxH5XiVfwH8pdbDM,Tesk,calm,0.771,0.495,0.364,0.594,0.0852,-8.503,0.0394,172.058,0.358,0 days 00:02:02.791000
Swim,3DzlebyYTVhhXZFg5gLFyy,Noflik,calm,0.712,0.571,0.18,0.198,0.09,-14.233,0.476,170.098,0.458,0 days 00:01:47.294000
Southern Feelings,3bFpO4x141UqR9BOoKWixz,Sambastic,calm,0.474,0.834,0.405,0.853,0.103,-11.788,0.0887,155.964,0.304,0 days 00:02:15.769000
Sittin' Around Smokin',1qrLuxUFn0rAGErN92uqLH,sumishii,calm,0.742,0.772,0.885,0.588,0.103,-7.382,0.129,89.132,0.967,0 days 00:01:26.787000
Daylight,21k2LGGNQAa4zDIMgmg6cb,hiyasu,calm,0.452,0.739,0.382,0.934,0.122,-8.384,0.0579,149.999,0.596,0 days 00:02:34
Tiny Sailboat,3bPsHHJ6EL2xZSflLsIve3,Kupla,calm,0.397,0.607,0.322,0.878,0.643,-10.949,0.134,174.086,0.381,0 days 00:02:30.882000
Law,3mZUDIEuYz8BhUKRIkoo0l,Sleepdealer,calm,0.863,0.606,0.554,0.738,0.0943,-8.965,0.0583,79.983,0.537,0 days 00:02:24
Aurora,2yVOdH4qL3Wde8xX7Izoon,homieunculus,calm,0.481,0.655,0.118,0.925,0.194,-17.826,0.129,80.018,0.66,0 days 00:01:55
whoop,2dKDCIimYHmeH4CMnVrBqH,p!ke,calm,0.722,0.697,0.513,0.835,0.149,-13.551,0.0585,85.019,0.29,0 days 00:02:09.853000
What If We Met,5aPtpl2s3lQdQWEnIPzNNJ,Seb Zillner,calm,0.452,0.728,0.514,0.768,0.0909,-7.547,0.227,91.046,0.508,0 days 00:02:01.319000
Night Shift,6VdE9gYhKxz8Gct9mochHs,Noflik,calm,0.847,0.761,0.357,0.831,0.218,-13.336,0.0714,82.328,0.972,0 days 00:01:40.949000
Bubbly,6doZtFC88RKfW3XmSHuVcy,Altroid,calm,0.942,0.637,0.261,0.905,0.178,-11.381,0.0859,75.142,0.811,0 days 00:03:02.741000
Kleuiş,143F6vkMOoG7otQ9URoJr9,Tuan Beatz,calm,0.0112,0.711,0.168,0.754,0.126,-16.007,0.0517,180.056,0.1,0 days 00:02:08
Your Aura,7iwnyFLjOXxdWFEkYGreuW,Jrney,calm,0.207,0.706,0.259,0.891,0.0854,-16.357,0.254,88.515,0.228,0 days 00:02:29.116000
Decisions,693x7mqPNtiFzJSkFZcB1N,NAGASHI,calm,0.846,0.444,0.26,0.764,0.375,-19.291,0.0695,112.062,0.289,0 days 00:01:29.031000
Berlin Tsukin,0MHOzZBDrPjBocW11I2Ht6,Taiyo Ky,calm,0.568,0.733,0.218,0.911,0.0861,-12.471,0.146,87.143,0.34,0 days 00:03:12.831000
Morphine Dreams,7snlgbNMClrnqzWhiX6zBH,Peter Kind,calm,0.288,0.737,0.361,0.468,0.0373,-11.171,0.119,82.942,0.346,0 days 00:03:27.072000
"memories of her, last winter",74t6wFVz6sU52IzAQcC1kQ,Rook1e,calm,0.813,0.669,0.245,0.903,0.0835,-13.548,0.0438,109.486,0.394,0 days 00:01:55.135000
Serenity,6mhtXeCxycdmzJYbf1rm7x,eevee,calm,0.798,0.577,0.363,0.927,0.0923,-10.89,0.0394,77.877,0.282,0 days 00:02:09.247000
Flying Over the Cuckoo's Nest‎,7psdIxeBXiYDiTcogDjzc8,Lofi Coffee,calm,0.694,0.863,0.41,0.919,0.104,-12.073,0.174,148.055,0.936,0 days 00:02:10.548000
Gasteria,4eWxdRtALlb44ggdcWVW8K,Gaura,calm,0.765,0.765,0.181,0.889,0.108,-14.526,0.154,82.043,0.0813,0 days 00:01:21.951000
Coral Reef,3ElDX6t2ayq83erLIjy3fx,Slowheal,calm,0.678,0.567,0.349,0.889,0.0862,-9.939,0.0273,79.999,0.163,0 days 00:02:42
Backpack City,6Fv9r2ov4aWPArkb5cKIZR,Flovry,calm,0.879,0.666,0.197,0.881,0.109,-15.365,0.0692,77.079,0.12,0 days 00:02:31.731000
Jazzin',5qfzAcduILcj6euaPXfRNC,Sweet Medicine,calm,0.616,0.525,0.188,0.937,0.134,-16.029,0.331,157.025,0.517,0 days 00:01:38
Floripa,6ZDo86HphrqZunbODFaQZm,Ray Ben Rue,calm,0.149,0.694,0.439,0.798,0.0885,-14.036,0.0413,130.044,0.632,0 days 00:01:59.998000
Kyona,0xRlXVs5zs2ovMnbH8zIvH,Two Sleepy,calm,0.602,0.542,0.366,0.871,0.196,-16.079,0.0375,115.683,0.0551,0 days 00:03:07.573000
quilted hills,5Xvd37Vu3ONfJnFDkklSur,ocha,calm,0.866,0.816,0.241,0.933,0.154,-7.772,0.107,148.229,0.759,0 days 00:02:26.157000
City Lounge,1hxcBxHHWA57B1xiDPZpNs,Saib,calm,0.0419,0.807,0.576,0.931,0.116,-10.158,0.296,169.999,0.771,0 days 00:02:38.118000
headache,10gRgHWz059OBF7xjihFzq,ilaywho,calm,0.964,0.836,0.408,0.427,0.336,-15.082,0.296,89.991,0.251,0 days 00:01:57.736000
benches,6kUysVl9LbPBROxAvh7ZfP,wavcrush,calm,0.938,0.58,0.161,0.925,0.14,-12.758,0.15,140.888,0.142,0 days 00:02:15.500000
Don't Go Breaking My Heart,59s60VjV0daY6yEYGpKHtv,Lofi Fruits Music,calm,0.654,0.585,0.284,0.888,0.109,-13.448,0.0466,83.981,0.0733,0 days 00:01:51.296000
Don't Go Breaking My Heart,59s60VjV0daY6yEYGpKHtv,Lofi Fruits Music,calm,0.179,0.73,0.858,1.54e-06,0.0611,-8.221,0.036,131.445,0.765,0 days 00:04:35.387000
Umbrellas,7aoqkrr7KnKFMStwE6DGa7,ocha,calm,0.603,0.677,0.351,0.796,0.159,-13.184,0.0521,75.0,0.396,0 days 00:02:35.200000
When It Rains,1JVdTVsyF4GPjKUYzxT25A,Yawn Shop,calm,0.702,0.88,0.282,0.589,0.127,-9.257,0.213,132.946,0.73,0 days 00:02:00.902000
North Wing,0epWzoHL7bQh4ER3OWwrEe,Shingo Sekiguchi,calm,0.947,0.743,0.268,0.814,0.172,-8.826,0.0561,85.999,0.658,0 days 00:02:34.884000
Slothin',6BAUkR93Y0Q2SVjc96AS92,Snaer.,calm,0.616,0.848,0.124,0.775,0.0886,-16.637,0.109,126.949,0.441,0 days 00:02:46
Miles Away,6gJY9QXZ3nFZP9NvT1SkkO,Kazam,calm,0.737,0.723,0.435,0.00714,0.075,-9.095,0.0328,82.033,0.335,0 days 00:02:32.195000
Stripe Two,4AXc2D9pa1uttadN9MowI3,Tom Oswald,calm,0.965,0.548,0.153,0.957,0.0917,-17.489,0.363,179.594,0.433,0 days 00:01:46.667000
Mindgames,4Qn7Fc5IzroNOFpyUn7Iqi,Ganzo,calm,0.272,0.783,0.538,0.856,0.155,-9.948,0.0928,83.98,0.69,0 days 00:02:44.286000
Acalma,1JMoN6XINwF438lICIb2qr,Gambia Beats,calm,0.000755,0.889,0.31,0.897,0.0775,-7.045,0.645,152.013,0.756,0 days 00:02:07.895000
Evergreen,4ikLe7fG7aAVyF3hNdUHrE,Zmeyev,calm,0.0237,0.794,0.456,0.429,0.0993,-9.993,0.195,81.993,0.47,0 days 00:01:57.119000
Muji,23GCq0VGusMwFEnZy4tdPN,Lilac,calm,0.899,0.476,0.115,0.873,0.0927,-15.818,0.0381,191.5,0.241,0 days 00:01:34.683000
Cataclismo,4ehfdF4oAOFaryz3qhEHVT,Leo Franciozi,calm,0.0342,0.676,0.587,0.00977,0.117,-10.442,0.0687,173.303,0.673,0 days 00:02:15.836000
Asleep,3cKdKO3W5HVpTglCLGf0Jq,Fractite,calm,0.707,0.693,0.257,0.961,0.101,-15.642,0.0385,144.057,0.249,0 days 00:01:32.958000
Slushies,69HmwjbEslTDyPvHK1RucH,Karavelo,calm,0.845,0.749,0.324,0.00681,0.105,-10.341,0.185,91.956,0.288,0 days 00:02:06.529000
Lofi Social Distancing,5CFS3mAbzHObeq3RH3egGD,Single Friend,calm,0.819,0.873,0.212,0.32,0.136,-16.263,0.811,85.013,0.394,0 days 00:03:03.529000
Céleste,3K5Gqh7UtYJp8MYaAIMWqd,Psalm Trees,calm,0.863,0.639,0.308,0.833,0.0648,-12.329,0.0571,79.518,0.478,0 days 00:02:24.906000
Midnight Cruise,1VcGy9lHgUZnwXfFYr8N8k,Board-Man,calm,0.535,0.823,0.283,0.892,0.0759,-7.274,0.341,156.48,0.639,0 days 00:02:06.154000
true hallucinations,43Ef4i9PyqtXJK29cIeC76,illiterate,calm,0.803,0.387,0.151,0.488,0.106,-7.376,0.0441,81.938,0.0386,0 days 00:02:08.781000
Eremito,4K4tXvsNSkxkmo88sdjdSH,Morpheus Two,calm,0.941,0.68,0.122,0.91,0.101,-18.478,0.107,74.988,0.383,0 days 00:02:01.200000
B U M M E R,5vZ1DfRwPTjss87r1FMMCH,Chkody,calm,0.557,0.63,0.414,0.895,0.103,-7.867,0.0357,174.079,0.395,0 days 00:02:37.241000
Bourbon Street Jazz,6pxVOAeHks92DfYKWoABgw,Mvdk,calm,0.392,0.8,0.437,0.859,0.117,-10.143,0.0791,140.207,0.811,0 days 00:01:31.143000
centipede,738BMGL6ZJD8e9Xv4H6Kk2,Aphisto,calm,0.794,0.427,0.177,0.855,0.218,-13.01,0.107,74.22,0.164,0 days 00:02:24.178000
On My Way Home,3UwKfXx1SdJSxnzG2gYkgc,Kan Sano,calm,0.685,0.77,0.351,0.894,0.0894,-13.613,0.0438,90.007,0.711,0 days 00:03:14.337000
Cherry Blossom,7clDJ3V08JCzS8eTJOhk69,Cloudchord,calm,0.508,0.617,0.435,0.854,0.147,-11.203,0.131,146.169,0.305,0 days 00:02:41.712000
Quetzal,5avlDZmpzaa7SkCZCNcqft,Otaam,calm,0.914,0.8,0.245,0.825,0.0975,-9.389,0.0342,87.06,0.21,0 days 00:02:24.882000
Palm Trees,4oPlEhJKavE3S3ZEYREZWb,Loop Schrauber,calm,0.23,0.919,0.11,0.849,0.0667,-14.02,0.0639,89.024,0.795,0 days 00:01:37.078000
Withdrawn,0uzPF5dc3o3yBNx8rDtJbn,mell-ø,calm,0.906,0.681,0.156,0.918,0.153,-12.917,0.0425,146.236,0.267,0 days 00:02:23.014000
Better Together,0PO1YxbnvzYayge7GgQFQ2,Lofi Fruits Music,calm,0.964,0.63,0.312,0.935,0.119,-13.868,0.032,89.98,0.0716,0 days 00:01:49.389000
Misty Harp,7tdarAf0mBavxlpm5tUBN4,Konteks,calm,0.651,0.649,0.436,0.886,0.118,-14.555,0.084,82.996,0.518,0 days 00:03:02.169000
Once in a While,5gFQbmmNupeEeiK7sG86vc,No Spirit,calm,0.598,0.746,0.331,0.913,0.0831,-13.754,0.084,90.036,0.173,0 days 00:02:37.333000
Once in a While,5gFQbmmNupeEeiK7sG86vc,No Spirit,calm,0.00687,0.785,0.682,0.0,0.634,-5.94,0.137,105.16,0.345,0 days 00:03:35.147000
River Bend,2eH7Nf9HA71e3gyMgszygq,Hydrologic,calm,0.805,0.62,0.764,0.887,0.106,-6.236,0.0362,153.995,0.385,0 days 00:02:47.727000
Mirage,0ip5iK9MlqO78E5HG5Uhip,leaf beach,calm,0.109,0.74,0.329,0.888,0.139,-7.677,0.0469,172.08,0.511,0 days 00:02:19.552000
Y,1nyuf5arf1SxflGNeWso26,Smoke Trees,calm,0.188,0.609,0.444,0.055,0.14,-13.601,0.107,76.033,0.357,0 days 00:02:53
Duke,3MUlUDpXYBsuRTordGicC0,Schmiddunsk,calm,0.389,0.53,0.298,0.928,0.13,-15.416,0.0798,78.64,0.822,0 days 00:02:15.594000
Uferlos,6sJiPhzfbemXoMly0KskYT,FloFilz,calm,0.322,0.59,0.405,0.9,0.108,-11.315,0.0779,168.12,0.765,0 days 00:02:18.687000
Waiting,3gzUcCMArMURXCTB7pbGWD,Fthmlss,calm,0.775,0.496,0.199,0.882,0.346,-17.063,0.169,82.068,0.253,0 days 00:02:07.370000
Waiting,3gzUcCMArMURXCTB7pbGWD,Fthmlss,calm,0.139,0.552,0.915,0.949,0.146,-4.421,0.0616,160.02,0.126,0 days 00:03:56.351000
Waiting,3gzUcCMArMURXCTB7pbGWD,Fthmlss,calm,0.975,0.236,0.33,0.126,0.116,-10.085,0.0325,86.546,0.0827,0 days 00:03:04.320000
Popcorn,1gdqB5tWYPawR85YjjNRTf,Simple Lo-Fi,calm,0.959,0.593,0.414,0.896,0.18,-12.527,0.0466,74.998,0.466,0 days 00:01:55.800000
Homeboy,3oGQ8l61l9FVwjacyXONfp,Tesk,calm,0.03,0.783,0.291,0.863,0.121,-11.211,0.265,84.997,0.65,0 days 00:01:52.941000
Green Aventurine,4hoH2ANrP5uJLFgihaOL2V,"Sarah, the Illstrumentalist",calm,0.907,0.804,0.312,0.939,0.165,-10.21,0.286,108.093,0.634,0 days 00:02:23.875000
BoatHouse Diddly,7d1M43sLRgr26Ab6YfCS0I,URCHN,calm,0.748,0.787,0.411,0.777,0.0913,-7.161,0.044,87.992,0.294,0 days 00:02:24
Interstellar Sleep,5vWU2S2AHHcCCUYWFCc5Tq,Wun Two,calm,0.464,0.652,0.756,0.00014,0.169,-8.975,0.176,79.686,0.581,0 days 00:01:45.562000
Dive,45oA1hk6TDkfDo56qYYQQb,Moo Latte,calm,0.785,0.498,0.295,0.817,0.103,-9.691,0.0963,77.096,0.473,0 days 00:03:12.632000
Dive,45oA1hk6TDkfDo56qYYQQb,Moo Latte,calm,0.00515,0.654,0.787,0.0,0.144,-4.999,0.0502,123.978,0.409,0 days 00:02:44.490000
marseille,2VsK4AJRb1Fnsx1Zk3w7NM,connor,calm,0.435,0.684,0.419,0.383,0.381,-10.386,0.143,173.956,0.667,0 days 00:01:30.345000
Quiet Nights,6NyUKv40Lorxjlet7IltHJ,Epektase,calm,0.649,0.734,0.144,0.769,0.105,-10.34,0.0426,74.972,0.175,0 days 00:02:08
Wasabi,42gZWs4oc1or0vGQLtkVM3,NickyDiesel,calm,0.897,0.796,0.368,0.797,0.102,-10.397,0.615,159.918,0.791,0 days 00:01:48
Difference,0UwSOsgwWL0TWDV0wIvkms,TheeAgris,calm,0.614,0.745,0.118,0.919,0.0998,-18.219,0.0588,81.98,0.0729,0 days 00:01:37.180000
Yesterday,5KBDAXmuln6oyv91AFCZtb,w00ds,calm,0.762,0.534,0.186,0.932,0.113,-10.867,0.0304,67.985,0.0697,0 days 00:02:10
Urban Landscape,6XhSE4t1PDQtOV600IlIPe,Kazam,calm,0.455,0.687,0.515,0.897,0.373,-11.418,0.176,80.993,0.214,0 days 00:02:10.370000
Sabrina,0EOYfOyUX2MtToXw2iUERC,PawnShop Guy,calm,0.397,0.833,0.177,0.942,0.0823,-19.641,0.0965,139.979,0.12,0 days 00:01:39.429000
Chill in Lydda,205BdRvvSaHf4LldyoRIkM,Hazy Noir,calm,0.242,0.69,0.394,0.823,0.147,-16.714,0.0477,160.014,0.276,0 days 00:02:36
Yugen,5Qxkj85iFpJKPGb1JRq48F,Nathan Kawanishi,calm,0.609,0.556,0.428,0.97,0.114,-11.312,0.0407,119.913,0.15,0 days 00:01:38.299000
I Never Finish Anything,47x5zniJZxNvDuL702XPIc,Velabeats,calm,0.887,0.618,0.297,0.932,0.113,-10.112,0.176,85.299,0.522,0 days 00:02:07.059000
Sundown,3xNZP70uRdHJK3lZJ8OfJr,Arbour,calm,0.568,0.655,0.534,0.886,0.115,-12.993,0.0372,156.025,0.187,0 days 00:02:48.741000
Moon,662vyfywpomOVdnyHFArba,Matchbox Youth,calm,0.267,0.541,0.364,0.838,0.0951,-9.625,0.168,167.975,0.148,0 days 00:02:34.286000
Float Away,4AGy7inWougWeGj0yuuqIB,Redmatic レド,calm,0.955,0.461,0.154,0.933,0.0954,-17.3,0.035,119.204,0.04,0 days 00:02:57.500000
More Time,2Tgv0ulhEINEmtJ1Blh0lO,Sweatson Klank,calm,0.301,0.83,0.402,0.736,0.111,-9.207,0.415,87.008,0.543,0 days 00:03:47.333000
Airport,6dFxxsD6v41RDLEXnrdpFU,Sleepermane,calm,0.97,0.659,0.205,0.888,0.103,-20.425,0.121,76.909,0.672,0 days 00:01:02.380000
Gong Gong,2U6s0K0J5tEXtNHsO2xOt8,Orientale Pesetas,calm,0.476,0.653,0.279,0.932,0.106,-13.593,0.0661,170.276,0.916,0 days 00:01:31.765000
Float,13SKaktrtIUyqwWcHvwnIO,SPEECHLESS,calm,0.97,0.661,0.416,0.878,0.0856,-10.504,0.755,78.031,0.374,0 days 00:02:18.678000
Breeze Machine,5F0wvcZnwbW88vARSp8rsh,Spectacular Diagnostics,calm,0.00504,0.638,0.736,0.915,0.268,-8.222,0.0973,89.98,0.345,0 days 00:01:29.333000
Life,2LoBlYBwkyzWofG9m8C3zo,Slumberville,calm,0.943,0.614,0.115,0.955,0.111,-18.1,0.035,74.019,0.133,0 days 00:02:10.338000
st. mark’s place,4HXuZde89plw90HUI8qGPN,really big mountains,calm,0.904,0.561,0.283,0.927,0.121,-15.499,0.109,176.006,0.332,0 days 00:02:02.898000
pheuratix,2Gurqr6KIekGwLiCt0gGKX,mr_slace,calm,0.429,0.286,0.194,0.874,0.334,-19.185,0.0389,144.636,0.16,0 days 00:02:14.897000
Softly,7vCWMzRboCPU1OudPPUiO8,Guustavv,calm,0.537,0.547,0.491,0.821,0.159,-10.399,0.037,79.931,0.188,0 days 00:02:15
Pearls,2Vjg5rtBcuzx99SyAOHJsD,Sleepermane,calm,0.775,0.709,0.314,0.75,0.174,-9.708,0.118,82.057,0.48,0 days 00:02:10.244000
Murs,78ArpDb5Osq73VkMAgPHeD,byJ.,calm,0.564,0.618,0.49,0.393,0.0934,-10.225,0.0278,164.271,0.97,0 days 00:01:45.046000
Space Dust,2NQRi4Wzc5a3N4Rg5vsH66,SPEECHLESS,calm,0.963,0.527,0.59,0.908,0.105,-11.778,0.138,129.661,0.38,0 days 00:02:00.101000
lo-fi lunatic,4R6ipGGtFc4zWo7G4vRjkU,Geometrical,calm,0.851,0.658,0.655,0.407,0.137,-9.849,0.071,90.078,0.418,0 days 00:02:10.667000
Pomelo,5ltlP91dDK8QED7epzFE6R,Jobii,calm,0.612,0.66,0.502,0.862,0.119,-6.574,0.066,81.092,0.216,0 days 00:02:09.870000
Laid Back,4obY44lU6QLfMvmVauZBsy,Sinan Öktem,calm,0.26,0.899,0.38,0.728,0.13,-10.307,0.0594,129.961,0.477,0 days 00:02:30.462000
Affection,2pw5CG2m57Zr3gkLMlzGcB,Önigirisu,calm,0.611,0.604,0.323,0.91,0.108,-12.937,0.0309,82.909,0.282,0 days 00:03:28.422000
Goodbye summer dream,25jkKoIGeIIFeT3dVPuffM,Pueblo Vista,calm,0.943,0.59,0.388,0.816,0.251,-9.197,0.0263,135.011,0.223,0 days 00:02:36.702000
Akira,1psFLvFKepB9ZL0QGFo0xl,Nathan Kawanishi,calm,0.729,0.886,0.481,0.889,0.129,-11.502,0.196,85.0,0.663,0 days 00:02:11.866000
000,6DS76JPaRKd9hoTowobY0b,Bokki,calm,0.513,0.76,0.227,0.935,0.0976,-17.174,0.0664,144.069,0.118,0 days 00:01:41.709000
ballpoint,1NcRGYcwoBKGTYbqdpTB1O,vibe academy,calm,0.89,0.751,0.237,0.936,0.099,-10.361,0.0558,84.987,0.518,0 days 00:01:48
Aspen,0w7HY9VhJF5KHPqhOyY6Sg,Nokiaa,calm,0.0844,0.828,0.412,0.894,0.126,-14.672,0.128,110.054,0.19,0 days 00:01:54.545000
The Spreadsheet,0NNbu5r01UaqvlZNNb7VGe,Me And Reed,calm,0.899,0.668,0.369,0.893,0.1,-8.879,0.073,142.683,0.545,0 days 00:02:51.789000
Winter In Lofi Land,0QiMXPWqr4HkJICdUxAwCw,Katashi Kaitō,calm,0.172,0.778,0.657,0.616,0.126,-5.02,0.037,82.988,0.555,0 days 00:02:30.362000
lights down low,7tiihHrSDgsWiUCZH03vUO,oktav.,calm,0.32,0.615,0.371,0.593,0.0626,-15.032,0.0356,127.979,0.217,0 days 00:01:45
Iris,4Y3EegnlSZe3AtJGP7TWUz,Sleepermane,calm,0.677,0.613,0.116,0.853,0.119,-12.181,0.0854,166.017,0.599,0 days 00:01:56.416000
Resolution,5k19Jf7Gn4bvb59dmTIeOT,Sense,calm,0.749,0.654,0.42,0.667,0.103,-11.375,0.0683,82.026,0.138,0 days 00:02:47.561000
Vibes from Another Universe,0QdEYA4cSLejDpF7BJzCEt,.ihaveaface,calm,0.876,0.493,0.0639,0.768,0.0925,-14.016,0.235,83.001,0.382,0 days 00:01:29.600000
Shoelace,4F6SOjwUmWsVF3jU1uYagm,Smartface,calm,0.0608,0.766,0.709,0.946,0.0879,-7.68,0.0528,154.033,0.733,0 days 00:02:22.647000
Marble Valley,0NzG4Rm5JavcrituQfn41A,Justnormal,calm,0.858,0.46,0.427,0.894,0.11,-7.792,0.0506,79.947,0.134,0 days 00:03:00
Solstice,74XhwnE3qbZkksZmZnr0oY,Dontcry,calm,0.201,0.77,0.38,0.246,0.153,-9.615,0.101,81.072,0.52,0 days 00:01:51.115000
sleep static,3Y7o45SbDTvzKrlkVLut4y,luvwn,calm,0.893,0.591,0.22,0.912,0.102,-11.472,0.0771,77.92,0.0502,0 days 00:01:38.462000
Samui Sunrise,1D9DJXFwwB91MBatZ7wnSv,Saib,calm,0.318,0.773,0.667,0.714,0.138,-7.606,0.119,87.005,0.7,0 days 00:03:24.138000
Wake Up to Snow,2JwYE16qcfGd0I4kEhtNE0,Nokiaa,calm,0.443,0.604,0.334,0.0103,0.0701,-9.926,0.0711,80.9,0.125,0 days 00:02:46.329000
Sofa,4smtP3JR66IK5fShrz30fh,Sling Dilly,calm,0.925,0.0,0.413,0.784,0.12,-12.842,0.0,0.0,0.0,0 days 00:01:29.317000
Pelekas,1GS4cVWVcE2mYUfT807H74,Portaledge,calm,0.278,0.755,0.507,0.179,0.325,-11.368,0.0867,180.083,0.717,0 days 00:02:01.333000
Waiting for You,1eN0D2pAR1hou4iEuXQkYQ,mell-ø,calm,0.828,0.74,0.133,0.957,0.131,-16.642,0.0633,73.982,0.113,0 days 00:01:34.865000
Emerald,1rNvi5tSwyjW2gFPtwm5IK,"Sarah, the Illstrumentalist",calm,0.888,0.672,0.452,0.913,0.108,-9.667,0.0339,89.008,0.237,0 days 00:02:12.118000
My Turn,2YTSoOzG0Q0lXwj2DXvbQC,Florence Ada,calm,0.725,0.552,0.387,0.776,0.189,-11.211,0.0808,78.799,0.596,0 days 00:02:03.294000
August - Vacant,0f9mCjcefox0H8ucJkvSqa,The BREED,calm,0.0928,0.936,0.359,0.936,0.0773,-14.671,0.331,139.986,0.821,0 days 00:02:35.426000
Azóia,5ocfJA2ztMZRUq0n0aiWeV,Chancla,calm,0.301,0.776,0.492,0.786,0.0739,-11.597,0.142,84.975,0.827,0 days 00:02:33.176000
Supercalifragilistic,4GJSBizltiVQLwPwI3Q0CP,Dubtrack,calm,0.717,0.684,0.328,0.82,0.105,-9.086,0.15,81.201,0.245,0 days 00:02:13.333000
Desire,7sSM9aNf1VNEWA92HXSIVf,Maadrhino,calm,0.784,0.801,0.167,0.696,0.188,-15.363,0.04,87.013,0.377,0 days 00:02:05.797000
Desire,7sSM9aNf1VNEWA92HXSIVf,Maadrhino,calm,0.299,0.706,0.777,0.0,0.298,-4.591,0.0567,126.008,0.638,0 days 00:03:23.204000
Smokin' Hot,2XSEGpiRl9lbQj7gpRVRN7,Ariel T,calm,0.567,0.498,0.523,0.905,0.169,-14.956,0.26,76.591,0.556,0 days 00:02:48
So,3fDHHkOEw2Fr8km3T4ixYQ,HNNY,calm,0.438,0.496,0.291,0.894,0.108,-15.028,0.0376,179.913,0.192,0 days 00:02:16.007000
Marseilles,73A8iMUJT1zWv2UKLek1NX,French Connection,calm,0.903,0.668,0.335,0.858,0.127,-9.932,0.123,80.188,0.181,0 days 00:02:03.016000
